UTTERANCE,TRUE_LABEL,RESPONSE,PRED_LABEL
yeah the problem is that printing on the ball,S,"{""label"": ""Bs""}
Okay, let's tackle this classification. The text",Bs
we thought the ball could just be you could just sort of turn it off and on,Bs,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
so its like instead of being a unclear speech overlapping thing,S,"{""label"": ""Be""} Alright, let's tackle this classification. The text",Be
there is a bit of that OK,S,"{""label"": ""Be""} 

Text: ""so the main thing is to",Be
well I suppose you could make the width of the print very very small,S,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
we ve done that ,S,"{""label"": ""Be""}.
Okay, let's tackle this classification. The",Be
we did that,S,"{""label"": ""S""}

Text: ""we have to make sure that the",S
with the dots though very very small,S,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
you can only they ve got such low they will last thermal mass,S,"{""label"": ""Bs""}
Okay, let's tackle this. The text is",Bs
you heat them up very very briefly and then,Bs,"{""label"": ""Be""}
Text: ""they cool to reach the colour they",Be
they ll go cold again,Bs,"{""label"": ""Be""} 

Text: ""the user is not capable of",Be
probably why you get spots appearing on the second one erm,Bs,"{""label"": ""Bs""}
Okay, let's tackle this. The text is",Bs
but you can make it,S,"{""label"": ""Be""} 

Text: ""so you can make it""",Be
clears throat erm at the moment what we have got available for a demonstrator is one of the types on the left,S,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
so we do have this constraint of what that angle needs to be ,Bs,"{""label"": ""Be""}
Text: ""so the thermal printout has to",Be
so that is going to,Bs,"{""label"": ""F""}

Text: ""so that is going to""
Okay",F
that angle here,S,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
yes that is going to limit us for the time being,Be,"{""label"": ""Be""}
Text: ""but it s not going to limit",Be
we could open up more options by going for alternatives,S,"{""label"": ""Be""}
Alright, let's tackle this classification. The text",Be
or whatever that would be good so you just mentioned how windsurfs have sort of a base,S,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
to keep the to hold on to rather than actual hands are stabilised like a platform,Bs,"{""label"": ""Be""}
Okay, let's break this down. The text",Be
Sarah refers to a photograph,S,"{""label"": ""S""}
Okay, let's tackle this. The text",S
a man s shaver,S,"{""label"": ""S""}
Okay, let's tackle this. The text",S
that has an angle joint,S,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
and a guidance for your fingers,S,"{""label"": ""Be""} Okay, let's tackle this. The text is",Be
and similar to the windsurf,Be,"{""label"": ""Be""} 

Text: ""and similar to the windsurf",Be
I mean it only moves in one axis,Bs,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
rather than round,Bs,"{""label"": ""Be""}
Alright, let's tackle this classification. The text",Be
it does not its almost flat is not it I suppose,S,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
yeah it does not move that way I do not think,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
cos you want to keep flat on the paper all the time,Be,"{""label"": ""Be""}
Okay, let's break down the sentence:",Be
does the razor stay flat though,Bs,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
because the centre piece is much,S,"{""label"": ""S""} 

Text: ""because the centre piece is much",S
I am not sure whether it does completely stay flat I think there might be a little bit of a plain,S,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
but its main axis is is that the razor has is that way I think,Bs,"{""label"": ""Be""} 

Text: ""so the pen is designed to",Be
write razor,D,"{""label"": ""S""}
Text: ""write razor""
Label (JSON only",S
if I if I remember correctly from I don t know about this but from the other razors each blade has like a little spring down each side,S,"{""label"": ""S""}
Okay, let's tackle this labeling task. The",S
which means each blade can independently of housing can move that way a little bit as well cant it so that is,Bs,"{""label"": ""Bs""} Alright, let's tackle this classification. The text",Bs
draw E1_7 Sketckjpg,D,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
how s that achieved that,S,"{""label"": ""Be""} (from example)
Text: ""so that the",Be
is that is that achieved by a plastic,S,"{""label"": ""S""}
Text: ""which is flexible but not too flexible",S
that is bendable or is it,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
no it s a spring is not it,S,"{""label"": ""S""} 

Text: ""the spring is not the main",S
a spring that goes to surface,S,"{""label"": ""S""} 

Text: ""the spring is the key element",S
it pivots,Bs,"{""label"": ""Bs""}
Text: ""it pivots to allow for different",Bs
write spring pivot,D,"{""label"": ""S""}
Okay, let's tackle this labeling task. The",S
there is f five of the razors is not there,S,"{""label"": ""S""}
Okay, let's tackle this labeling task. The",S
I have brought some examples along there is one with a single spring in the centre there,S,"{""label"": ""S""}
Text: ""there is one with a single spring",S
and then there is one,S,"{""label"": ""S""}
Text: ""and then there is one which is",S
these are electric ones yeah,S,"{""label"": ""S""}
Okay, let's tackle this. The text",S
these are electric razors and so this is,S,"{""label"": ""S""} 

Text: ""the pen will be able to",S
slightly more expensive version that is got a spring either side,S,"{""label"": ""S""}
Text: ""the pen is made of a metal",S
yeah to give you that adjustment it slides on the surface,Bs,"{""label"": ""Bs""} The text ""yeah to give you that adjustment it",Bs
they do yeah there is its one with the foils basically because on this the foil is sprung this one is well no,S,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
the foil will run through rubbers and it uses the the cutting edge that is sprung,Bs,"{""label"": ""Bs""}
Okay, let's tackle this. The text is",Bs
erm there is a point here,Be,"{""label"": ""Be""} (correct)
Text: ""the main problem is",Be
as well that erm do we need to keep because this will keep an even well a relatively constant pressure won t it,Be,"{""label"": ""Bs""}
Okay, let's tackle this classification. The text",Bs
and you could also you could add a switch to this,S,"{""label"": ""S""} 

Text: ""and you could also you could",S
so you could switch it on and off,Bs,"{""label"": ""Be""} (from the examples)
Text: ""so you",Be
yeah but I think there are other things that we might like to do as well because,S,"{""label"": ""Be""}
Text: ""the problem is that the printout",Be
it might control the force on the print heads and make sure it comes on how you want it to,Be,"{""label"": ""Bs""}
Okay, let's tackle this classification. The",Bs
so is that what you call a gimble,S,"{""label"": ""Be""} 

Text: ""or a gimble""
Label",Be
gimbles are normally three dimensional,S,"{""label"": ""S""}
Okay, let's see. The text is """,S
I ve got another one,S,"{""label"": ""S""} 

Text: ""which is that the pen needs",S
it builds on another one,S,"{""label"": ""Bs""}.

Wait, but I think the correct label here",Bs
and it goes faster,Bs,"{""label"": ""Be""}.
Okay, let's tackle this. The text",Be
but as well its erm one of the things about this is that you have got the main lump,S,"{""label"": ""S""}
Okay, let's tackle this classification. The",S
and then you have got steering piece towards the front which is banging near microphone drowns speech,S,"{""label"": ""Bs""}
Okay, let's tackle this classification. The",Bs
so you have got,Bs,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
I guess you have kind of got the main unit that has got all the power and weight in it,S,"{""label"": ""S""} 

Text: ""so that the pen can be",S
and then erm the flexible bit that does the steering,Bs,"{""label"": ""Bs""}
Okay, let's tackle this. The text is",Bs
write snow mobile ,D,"{""label"": ""F""}
Okay, let's tackle this classification. The",F
draw E1_7 Sketckjpg,D,"{""label"": ""S""}
Text: ""draw E1_7 Sket",S
where I know we re talking about a pen,S,"{""label"": ""S""}
Text: ""but we need to think about the",S
and you immediately think about something that is this sort of shape that you can hold in your hand like that,Bs,"{""label"": ""S""}
Text: ""but that is not actually the case",S
but considering we re talking about toys in effect for children,Be,"{""label"": ""F""} 

Text: ""so the first thing that we",F
could it be something that takes more of the shape of a of a train with,S,"{""label"": ""Be""}
Text: ""a stylus or a pen""",Be
something else that gets pulled behind it for example,Be,"{""label"": ""Be""} (correct)

Text: ""and it doesn't",Be
like a drag on,Be,"{""label"": ""Be""} 

Text: ""or a hot air""
Label",Be
something that is much more of a quite a different shape that,S,"{""label"": ""Be""} 

Okay, let's tackle this classification.",Be
does not require them to have that difficult sort of hold,Be,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
things in place like this erm,S,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
because that is one of the challenges children have is not it,Be,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
holding the pen at the right angle,Be,"{""label"": ""Be""}
Text: ""the pen should be easy to hold",Be
that is probably one of the things you want to teach a child though is not,F,"{""label"": ""F""}
Okay, let's tackle this classification. The",F
yeah well you could take all of the difficult stuff off them and make it happen,Bs,"{""label"": ""S""} 

Wait, the text is ""you could take",S
all that they will do is move the lump around,Be,"{""label"": ""Be""} 

Text: ""and then they will move the",Be
write move lump,D,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
so you will teach them how to move a mouse about,F,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
if there is a skill in that there is a sense of achievement,F,"{""label"": ""Be""} 

Okay, let's tackle this classification. The",Be
we could have like a mouse rather than a pen,S,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
that could just be a different starting point,Be,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
write mouse type pen,D,"{""label"": ""S""}
Text: ""write mouse type pen"" → Label",S
all they have to do is put it on the table then move it around,Be,"{""label"": ""Be""}
Okay, let's break down the sentence: """,Be
and it does everything else,Be,"{""label"": ""Be""}
Text: ""so it can do that and it",Be
I was thinking a different media than just a flat piece of paper,S,"{""label"": ""S""}
Okay, let's tackle this. The text",S
a pens quite a nice sort of you know to get round angles and,Bs,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
do you think a mouse would allow you to apply that constant force that we need for this though,Bs,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
I don t see why not I mean as long as the force is not going to push the mouse into the table then gravity should be on your side should not it,Bs,"{""label"": ""Be""}
Okay, let's break down this text. The",Be
can I just clarify that you mean for the main lump to have all the sort of the weighty bits like the batteries and electronics and things like that or the that way,S,"{""label"": ""S""}
Text: ""the main lump is the main lump",S
I was not really being that prescriptive,S,"{""label"": ""Be""} Alright, let's tackle this classification. The text",Be
if you ever go without it s not too bad but,F,"{""label"": ""Be""}
Text: ""but we should not forget that the",Be
the means of a toy I have a quick problem because well I do not know,F,"{""label"": ""Be""}
Okay, let's tackle this classification. The",Be
like a ghost err it is a little ghost it s about you know an inch high,S,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
draw it,S,"{""label"": ""Be""}
Text: ""draw it with the pen""
Label",Be
draw refDocumentE1_3Sketchjpg top left 2 sketches,D,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
what its got inside is its got errr and I can t remember exactly what its got inside its got a rubber err a wheel,S,"{""label"": ""S""}
Okay, let's tackle this. The text",S
draw refDocumentE1_3Sketchjpg top left 2nd sketch,D,"{""label"": ""S""}
Okay, let's tackle this labeling task. The",S
which printed on it has a little erm,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The text",Be
I don t know why I am telling you all this because its not really,BS,"{""label"": ""F""} 

Text: ""It was because of the thermal",F
oh yeah yeah yeah yeah yeah you mean one of those foot print things,Bs,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
its got its got little footprints,Bs,"{""label"": ""S""}
Okay, let's tackle this. The text",S
rotating,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
yeah it s a self and yeah its got a pad an inky pad here and he,S,"{""label"": ""S""} 

Text: ""so the idea is that",S
does that go all over the walls and everything,Bs,"{""label"": ""Be""}
Text: ""and the other is that it has",Be
you walk it along a page,Bs,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
and it makes footprints,Bs,"{""label"": ""Bs""}
Text: ""and the pen is going to be",Bs
that is interesting cos I was thinking pastry brush you know how pastry has,S,"{""label"": ""Be""} 

Text: ""so for example you have the",Be
and white line machines,S,"{""label"": ""S""}
Text: ""and the pen is designed to write",S
but I could not think of anything that quite tied into this but the idea of a wheel,Bs,"{""label"": ""Be""} 

Text: ""but the idea of a wheel",Be
pushing a wheel along,Bs,"{""label"": ""Be""} 

Text: ""the pen is designed to print",Be
that is a obviously this is a mechanical way of doing what we re talking about,S,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
so it could the thing could look like erm like a character could not it,Be,"{""label"": ""Be""}
Okay, let's tackle this classification. The",Be
I guess this idea Tom was that this is the print head here,S,"{""label"": ""S""}
Text: ""this is the print head here""",S
draw refDocumentE1_3Sketchjpg middle bottom circle,D,"{""label"": ""S""}
Okay, let's tackle this labeling task. The",S
and this quite a wide like a caravan is that angles that can hold that to feel it because,S,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
draw u to represent print head and caravan,D,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
if you know if he goes crr crrr mimics scraping noise then this digs into the paper,Be,"{""label"": ""Bs""}
Alright, let's tackle this labeling task. The",Bs
draw refDocumentE1_3Sketchjpg middle bottom arrow represents digs into the paper,D,"{""label"": ""S""}
Alright, let's tackle this classification. The text",S
so you could even have three wheels could not you three small wheels to sort of drive it,S,"{""label"": ""Bs""}
Okay, let's break this down. The sentence",Bs
write wheels to guide,D,"{""label"": ""Be""}
Alright, let's tackle this classification. The text",Be
draw refDocumentE1_3Sketchjpg middle circle,D,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
and you could have a cross section it could be kind of kind of like this,S,"{""label"": ""Be""} (from the example)
Okay, let's tackle",Be
draw refDocumentE1_3Sketchjpg middle m,D,"{""label"": ""S""}
Text: ""the pen is designed to draw thin",S
so you can look down here and you can see a hole with the print head in it,S,"{""label"": ""S""}
Okay, let's tackle this. The text",S
so see where you re going,Bs,"{""label"": ""Be""}
Text: ""so that you can get the most",Be
draw refDocumentE1_3Sketchjpg middle details,D,"{""label"": ""S""} 

Text: ""draw refDocumentE1_",S
you could stick three ball bearings in here and,S,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
draw refDocumentE1_3Sketchjpg middle 3 circles within circle,D,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
and just roll around on the surface,Bs,"{""label"": ""Be""} 

Text: ""and the pen itself is a",Be
you put in holes to see where your feet are going,S,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
its just so you could acquire lots of stuff where you re actually marking,Bs,"{""label"": ""F""}
Okay, let's tackle this classification. The text",F
yeah its sort of it s a compromise between erm here with a pen,Be,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
you want to see what you re doing don t you you want to see,Be,"{""label"": ""Be""}
Text: ""so that you can see what you",Be
but with this type of toy you don t do you,Be,"{""label"": ""Be""} (correct)
Text: ""you can do a",Be
probably aware pattern appears as an edge so you can go right up to,Bs,"{""label"": ""Be""}
Text: ""probably aware pattern appears as an",Be
rather that the middle of something big if its big than it does not matter much so long as its at an edge of the big thing where the,Be,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
but even with paper suppose you could still get to it its not like hoovering a room when you can t get to an edge is it,Be,"{""label"": ""Be""}
Okay, let's tackle this classification. The",Be
it becomes more complex to the user as well you can rotate it so you can get to this corner or,Bs,"{""label"": ""Be""}
Text: ""the pen is made of a thermal",Be
rotate it to get to that one,Be,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
it is an interesting idea,Bs,"{""label"": ""Be""}
Text: ""the pen has to be small enough",Be
add some wheels to it,S,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
I bought erm a tram,S,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
well the distance between the rails and the what I was thinking the distance between the rails and the overhead wires always changing as it has to follow this articulating,Bs,"{""label"": ""Be""}
Text: ""well the distance between the rails and",Be
yeah nice idea,Be,"{""label"": ""Be""}
Text: ""so the first thing we need to",Be
it is a bit like the suspension on a car,S,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
as well the car sort of has this inertia it flies along in a straight line,Bs,"{""label"": ""Be""}
Text: ""and we can print thermo reactive d",Be
with suspension and all sorts of things as the wheels pump up and down,Bs,"{""label"": ""Be""}
Okay, let's tackle this labeling task.",Be
as well stay in contact with the road if you have got a decent car,Bs,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
well that is that is the other thing I suppose we haven t considered anything like erm air pockets,S,"{""label"": ""Be""}
Text: ""but the problem is that if you",Be
or anything like that that could be like a little suspension,Be,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
draw refDocumentE1_3Sketchjpg 3 lines left ie bottom,D,"{""label"": ""S""}.

Text: ""draw refDocumentE1_",S
suspension,S,"{""label"": ""S""}
Text: ""the printout needs to stay in",S
that is the sort of thing about children they do things jerkily quickly,Be,"{""label"": ""Be""}
Text: ""so the main thing is that the",Be
use a gyroscope,S,"{""label"": ""S""}
Text: ""the pen has to be light enough",S
gyroscope,S,"{""label"": ""S""}
Okay, let's tackle this. The text is",S
write GIROSCOPE and Air suspension,D,"{""label"": ""S""}
Okay, let's tackle this labeling task. The",S
stick a big gyroscope in it,S,"{""label"": ""Bs""} 

Text: ""so that it stays in the",Bs
so they cannot jerk it around,Bs,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
yeah ok that is a good idea Tony,Bs,"{""label"": ""Be""} 

Text: ""but the problem is that the",Be
we should have a target aged child here should not we,Be,"{""label"": ""F""}
Okay, let's tackle this classification. The text",F
to because erm well I think well erm like this I say about this obviously it was not a problem,Be,"{""label"": ""Be""} 

Text: ""we have to think about the",Be
if you do not if you do not let it gimble that way,S,"{""label"": ""Be""}
Text: ""then the pen will not print correctly",Be
then you would get you can make your own lines cant you you can make different thicknesses,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
draw refDocumentE1_3Sketchjpg 2 lines right ie top,D,"{""label"": ""S""}
Text: ""draw refDocumentE1_3",S
so so it might if the if the applications for somebody who got,Be,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
then you add a feature by taking out you know,Be,"{""label"": ""Be""}
Text: ""you have to make sure that the",Be
yeah because if if if if erm yeah if say if the the pen is printed in just dotted lines,Be,"{""label"": ""Bs""}
Okay, let's break this down. The",Bs
draw refDocumentE1_3Sketchjpg dotted line right ie top,D,"{""label"": ""S""}
Okay, let's tackle this classification. The text",S
you can you can if this pen if you do not let it go that way you could make it print dotted line print dotted line,Be,"{""label"": ""Be""}
Okay, let's break down the text:",Be
oh so you just have you just have one print out one,S,"{""label"": ""S""}
Okay, let's tackle this labeling task. The",S
one one nozzle dot touching,Be,"{""label"": ""Bs""} 

Text: ""and the pen needs to be",Bs
so I guess what you re saying is any mechanism,S,"{""label"": ""Be""} 

Text: ""that would allow the user to",Be
you can have it switch on switch off one could be easy line and then you can switch it off so that,Bs,"{""label"": ""F""} 

Text: ""so that you can write on",F
you could,S,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
write vary the angle to have different width of line,D,"{""label"": ""Be""} 

Okay, let's tackle this classification.",Be
you could use it just so at the corner of the printer head,S,"{""label"": ""Be""}
Okay, let's tackle this classification. The",Be
well you could do that just electronically by activating one of the channels on the print heads,S,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
write or do this electronically,D,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
I think that is the way to do it because,S,"{""label"": ""Be""}
Okay, let's tackle this classification. The text",Be
otherwise you can overheat the print head and might damage it,Bs,"{""label"": ""Bs""}
Okay, let's tackle this classification. The sentence",Bs
so part of the thing here is we need to erm hold it down,S,"{""label"": ""Be""}
Text: ""so the pen will have a certain",Be
otherwise it going to overheat as its firing if there is no where for the heat to go,Bs,"{""label"": ""Bs""}
Okay, let's tackle this. The text is",Bs
could we put erm can we detect the heat that the,S,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
and therefore switch it off,Be,"{""label"": ""S""} ??

Wait, the text ""and therefore switch",S
or know what s going on,Be,"{""label"": ""Be""}
Okay, let's tackle this. The text is",Be
er that is only going to stop it getting dangerously hot,Be,"{""label"": ""Bs""}
Text: ""so the idea is that the pen",Bs
all we need to do for print quality and performance and things,Be,"{""label"": ""Be""}
Okay, let's tackle this classification. The",Be
is to keep those dots on the paper when they re being fired,S,"{""label"": ""Be""}
Text: ""the pen needs to be small enough",Be
the other thing which you will picture sort of erm to an extent that one as well is the actual steering erm is actually,F,"{""label"": ""Be""} 

Text: ""so the pen will have",Be
at the moment the hand steers it directly by making movements with the hand,Be,"{""label"": ""Be""} 

Text: ""so we need to think of",Be
but if you had like a joystick,S,"{""label"": ""Be""}
Okay, let's tackle this labeling task. The",Be
that then moved the angle of the print head errm,Bs,"{""label"": ""Bs""} 

Text: ""the print head can be angled",Bs
