UTTERANCE,TRUE_LABEL,RESPONSE,PRED_LABEL
I think that picture where you re moving a pen across the paper in sort of patterns repeating patterns,Be,"{""label"": ""Be""}
Text: ""it s a simple way to create",Be
instead of doing it all in one go like a wide printer would do it will just do a thin line at a time,Bs,"{""label"": ""Be""}
Text: ""the one on the right is the",Be
draw refE1_15 Flipchartjpg bottom,D,"{""label"": ""D""}

Text: ""the design of the pen is such",D
but when you scribble backwards and forwards it,Bs,"{""label"": ""Be""} 

Text: ""I think it s the angle",Be
would build up and use that tracking capability to do that,Bs,"{""label"": ""Be""} 

Text: ""so we have to take the",Be
draw refE1_15 Flipchartjpg bottom,D,"{""label"": ""D""}
Text: ""draw refE1_15 Flip",D
and you would not have the angle problem,S,"{""label"": ""Be""}

Text: ""and you would not have the angle",Be
yeah the problem is that printing on the ball,S,"{""label"": ""Bs""}
Text: ""it's a very common problem""",Bs
we thought the ball could just be you could just sort of turn it off and on,Bs,"{""label"": ""Be""}
Text: ""we thought the ball could just be",Be
so its like instead of being a unclear speech overlapping thing,S,"{""label"": ""Be""}

Text: ""if we have a a a a",Be
there is a bit of that OK,S,"{""label"": ""S""}

Text: ""because the pen is quite heavy""",S
well I suppose you could make the width of the print very very small,S,"{""label"": ""S""}

Text: ""so it is just a question of",S
we ve done that ,S,"{""label"": ""S""} 
Text: ""the thermal pen is a great",S
we did that,S,"{""label"": ""D""}
Text: ""we did that because of the paper",D
with the dots though very very small,S,"{""label"": ""S""}
Text: ""the dots are on the surface of",S
you can only they ve got such low they will last thermal mass,S,"{""label"": ""Bs""}

Text: ""and that s the way that they",Bs
you heat them up very very briefly and then,Bs,"{""label"": ""Be""}
Text: ""you can make them change colour""",Be
they ll go cold again,Bs,"{""label"": ""Be""}

Text: ""and we can use it for a",Be
probably why you get spots appearing on the second one erm,Bs,"{""label"": ""Bs""}
Text: ""so the second one has got a",Bs
but you can make it,S,"{""label"": ""S""} 
Text: ""it s a good idea""",S
clears throat erm at the moment what we have got available for a demonstrator is one of the types on the left,S,"{""label"": ""S""}
Text: ""it s a erm it s a",S
so we do have this constraint of what that angle needs to be ,Bs,"{""label"": ""Be""} 

Text: ""so the main thing is that",Be
so that is going to,Bs,"{""label"": ""F""}

Text: ""so that is going to be a",F
that angle here,S,"{""label"": ""S""}

Text: ""so that is the angle""
Label",S
yes that is going to limit us for the time being,Be,"{""label"": ""Be""}
Text: ""the sledge is er quite broad",Be
we could open up more options by going for alternatives,S,"{""label"": ""Be""}

Text: ""the design is focused on the user",Be
or whatever that would be good so you just mentioned how windsurfs have sort of a base,S,"{""label"": ""S""}

Text: ""it's got a universal joint which",S
to keep the to hold on to rather than actual hands are stabilised like a platform,Bs,"{""label"": ""S""}
Text: ""so the design of the stabiliser",S
Sarah refers to a photograph,S,"{""label"": ""Bs""}
Text: ""The photograph is printed on a glossy",Bs
a man s shaver,S,"{""label"": ""S""}
Text: ""the pen will draw a line""",S
that has an angle joint,S,"{""label"": ""S""}
Text: ""it is a very good idea""",S
and a guidance for your fingers,S,"{""label"": ""S""}

Text: ""so that it is easier to hold",S
and similar to the windsurf,Be,"{""label"": ""S""}
Text: ""it has a universal joint""
Label",S
I mean it only moves in one axis,Bs,"{""label"": ""Be""}

Text: ""the one on the top left is",Be
rather than round,Bs,"{""label"": ""S""}
Text: ""it s a erm its not an",S
it does not its almost flat is not it I suppose,S,"{""label"": ""S""}
Text: ""the problem with the current one is",S
yeah it does not move that way I do not think,Bs,"{""label"": ""Be""}

Text: ""it s a very cheap and simple",Be
cos you want to keep flat on the paper all the time,Be,"{""label"": ""Be""}
Text: ""but you can t do that with",Be
does the razor stay flat though,Bs,"{""label"": ""Be""}
Text: ""the reason it stays flat is the",Be
because the centre piece is much,S,"{""label"": ""Bs""}
Text: ""so that we can get a good",Bs
I am not sure whether it does completely stay flat I think there might be a little bit of a plain,S,"{""label"": ""Be""}

Text: ""and the bit you hold onto can",Be
but its main axis is is that the razor has is that way I think,Bs,"{""label"": ""S""}

Text: ""and the pen is quite light so",S
write razor,D,"{""label"": ""D""}
Text: ""it's going to be a bit",D
if I if I remember correctly from I don t know about this but from the other razors each blade has like a little spring down each side,S,"{""label"": ""Bs""}
Text: ""it s a bit of a compromise",Bs
which means each blade can independently of housing can move that way a little bit as well cant it so that is,Bs,"{""label"": ""Be""}
Text: ""it needs to be able to do",Be
draw E1_7 Sketckjpg,D,"{""label"": ""D""}
Text: ""draw refE1_14 Flip",D
how s that achieved that,S,"{""label"": ""Be""}
Text: ""what s the purpose of the thermal",Be
is that is that achieved by a plastic,S,"{""label"": ""S""}
Text: ""I think it s a combination of",S
that is bendable or is it,Bs,"{""label"": ""Be""}
Text: ""this is a thermal pen""
Label",Be
no it s a spring is not it,S,"{""label"": ""S""}

Text: ""so basically the first problem that we",S
a spring that goes to surface,S,"{""label"": ""S""}
Text: ""a spring that goes to surface and",S
it pivots,Bs,"{""label"": ""Be""} 

Text: ""it s a good idea to",Be
write spring pivot,D,"{""label"": ""D""}

Text: ""the spring pivot is the most important",D
there is f five of the razors is not there,S,"{""label"": ""D""}

Text: ""so if we can get the paper",D
I have brought some examples along there is one with a single spring in the centre there,S,"{""label"": ""S""}

Text: ""and one with two springs in the",S
and then there is one,S,"{""label"": ""D""} 

Text: ""and then there is one and",D
these are electric ones yeah,S,"{""label"": ""S""}
Text: ""they re the most common ones""",S
these are electric razors and so this is,S,"{""label"": ""Be""} 
Text: ""the thermal paper and the special",Be
slightly more expensive version that is got a spring either side,S,"{""label"": ""S""}
Text: ""the idea is to have a spring",S
yeah to give you that adjustment it slides on the surface,Bs,"{""label"": ""Bs""}
Text: ""you can make the printout stay",Bs
they do yeah there is its one with the foils basically because on this the foil is sprung this one is well no,S,"{""label"": ""Bs""} 

Text: ""there is also a type of",Bs
the foil will run through rubbers and it uses the the cutting edge that is sprung,Bs,"{""label"": ""Bs""}
Text: ""the cutting edge that is sprung will",Bs
erm there is a point here,Be,"{""label"": ""F""}
Text: ""because of the friction""
Label (",F
as well that erm do we need to keep because this will keep an even well a relatively constant pressure won t it,Be,"{""label"": ""Be""}
Text: ""well that s the idea to keep",Be
and you could also you could add a switch to this,S,"{""label"": ""S""}

Text: ""and you could also you could add",S
so you could switch it on and off,Bs,"{""label"": ""Be""}

Text: ""it s the same as the one",Be
yeah but I think there are other things that we might like to do as well because,S,"{""label"": ""Be""} 

Text: ""and also the thermal paper is",Be
it might control the force on the print heads and make sure it comes on how you want it to,Be,"{""label"": ""Be""}
Text: ""it could be a design that is",Be
so is that what you call a gimble,S,"{""label"": ""Be""} 

Text: ""this is the one that is",Be
gimbles are normally three dimensional,S,"{""label"": ""S""}
Text: ""so that the pen doesn't skip",S
I ve got another one,S,"{""label"": ""D""}

Text: ""this one s the one I ve",D
it builds on another one,S,"{""label"": ""D""}

Text: ""it s a 3D printer",D
and it goes faster,Bs,"{""label"": ""Be""} 
Text: ""so it's because of the",Be
but as well its erm one of the things about this is that you have got the main lump,S,"{""label"": ""S""}

Text: ""and the resistor on the lump sits",S
and then you have got steering piece towards the front which is banging near microphone drowns speech,S,"{""label"": ""Bs""}
Text: ""we need to find out what this",Bs
so you have got,Bs,"{""label"": ""S""}

Text: ""so the main thing is that the",S
I guess you have kind of got the main unit that has got all the power and weight in it,S,"{""label"": ""S""}
Text: ""and then you have got the pen",S
and then erm the flexible bit that does the steering,Bs,"{""label"": ""S""}

Text: ""so if you want to make it",S
write snow mobile ,D,"{""label"": ""S""}
Text: ""write snow mobile""
Label (JSON",S
draw E1_7 Sketckjpg,D,"{""label"": ""D""}
Text: ""draw E1_10 Sket",D
where I know we re talking about a pen,S,"{""label"": ""S""}

Text: ""the pen is going to be designed",S
and you immediately think about something that is this sort of shape that you can hold in your hand like that,Bs,"{""label"": ""S""}
Text: ""and it s the same with the",S
but considering we re talking about toys in effect for children,Be,"{""label"": ""F""}

Text: ""and it s not a very good",F
could it be something that takes more of the shape of a of a train with,S,"{""label"": ""S""}

Text: ""so I think we need to think",S
something else that gets pulled behind it for example,Be,"{""label"": ""S""}
Text: ""we have to make sure that it",S
like a drag on,Be,"{""label"": ""Be""}
Text: ""it s the angle of the pen",Be
something that is much more of a quite a different shape that,S,"{""label"": ""Be""}

Text: ""it s a very small pen that",Be
does not require them to have that difficult sort of hold,Be,"{""label"": ""Be""}
Text: ""because of the way the pen is",Be
things in place like this erm,S,"{""label"": ""S""}

Text: ""but I think we can do it",S
because that is one of the challenges children have is not it,Be,"{""label"": ""Be""}
Text: ""so we have got to make sure",Be
holding the pen at the right angle,Be,"{""label"": ""Be""}
Text: ""this is a very important aspect of",Be
that is probably one of the things you want to teach a child though is not,F,"{""label"": ""Be""} 

Text: ""because it s a bit of",Be
yeah well you could take all of the difficult stuff off them and make it happen,Bs,"{""label"": ""F""}
Text: ""because it s the interaction between the",F
all that they will do is move the lump around,Be,"{""label"": ""S""}

Text: ""they will move the lump around""",S
write move lump,D,"{""label"": ""D""}

Text: ""write draw refE1_16",D
so you will teach them how to move a mouse about,F,"{""label"": ""Be""} 

Text: ""with the exception of the first",Be
if there is a skill in that there is a sense of achievement,F,"{""label"": ""F""}

Text: ""so the thermal paper is the first",F
we could have like a mouse rather than a pen,S,"{""label"": ""S""}
Text: ""so we have the mouse which is",S
that could just be a different starting point,Be,"{""label"": ""Be""}

Text: ""we could be looking at a number",Be
write mouse type pen,D,"{""label"": ""D""}

Text: ""this is a thermal printer that is",D
all they have to do is put it on the table then move it around,Be,"{""label"": ""S""}
Text: ""this is the part where the user",S
and it does everything else,Be,"{""label"": ""Be""}
Text: ""because of the shape of the pen",Be
I was thinking a different media than just a flat piece of paper,S,"{""label"": ""S""} 
Text: ""The pen tip is the most",S
a pens quite a nice sort of you know to get round angles and,Bs,"{""label"": ""Be""}

Text: ""erm the pen needs to be able",Be
do you think a mouse would allow you to apply that constant force that we need for this though,Bs,"{""label"": ""Be""}
Text: ""so that the user can easily see",Be
I don t see why not I mean as long as the force is not going to push the mouse into the table then gravity should be on your side should not it,Bs,"{""label"": ""Be""}
Text: ""because the mouse is not going to",Be
can I just clarify that you mean for the main lump to have all the sort of the weighty bits like the batteries and electronics and things like that or the that way,S,"{""label"": ""S""}

Text: ""if I was to try and design",S
I was not really being that prescriptive,S,"{""label"": ""Be""}
Text: ""I was not really being that pres",Be
if you ever go without it s not too bad but,F,"{""label"": ""S""}
Text: ""but it s a bit of a",S
the means of a toy I have a quick problem because well I do not know,F,"{""label"": ""F""}
Text: ""it s a very good thing that",F
like a ghost err it is a little ghost it s about you know an inch high,S,"{""label"": ""S""}

Text: ""and it s a a bit like",S
draw it,S,"{""label"": ""D""}
Text: ""draw it""
Label (JSON only",D
draw refDocumentE1_3Sketchjpg top left 2 sketches,D,"{""label"": ""D""}
Text: ""draw refDocumentE1_3",D
what its got inside is its got errr and I can t remember exactly what its got inside its got a rubber err a wheel,S,"{""label"": ""S""}
Text: ""but I m not sure how much",S
draw refDocumentE1_3Sketchjpg top left 2nd sketch,D,"{""label"": ""D""}  # Don't forget the quotes!

Text:",D
which printed on it has a little erm,Bs,"{""label"": ""S""}

Text: ""the one on the right has got",S
I don t know why I am telling you all this because its not really,BS,"{""label"": ""F""}

Text: ""the other thing is that the print",F
oh yeah yeah yeah yeah yeah you mean one of those foot print things,Bs,"{""label"": ""S""}

Text: ""you mean like a big foot print",S
its got its got little footprints,Bs,"{""label"": ""S""}
Text: ""so its the interaction between the special",S
rotating,Bs,"{""label"": ""Be""}
Text: ""it is made of metal""
Label",Be
yeah it s a self and yeah its got a pad an inky pad here and he,S,"{""label"": ""S""}
Text: ""I was thinking that is sort of",S
does that go all over the walls and everything,Bs,"{""label"": ""F""}

Text: ""the pen is going to be quite",F
you walk it along a page,Bs,"{""label"": ""Be""}

Text: ""it's a small pen""
Label",Be
and it makes footprints,Bs,"{""label"": ""Be""}
Text: ""and it makes footprints on the",Be
that is interesting cos I was thinking pastry brush you know how pastry has,S,"{""label"": ""Bs""}  # Behaviour from Structure

Text: ""we",Bs
and white line machines,S,"{""label"": ""S""} 

Text: ""the printout needs to stay",S
but I could not think of anything that quite tied into this but the idea of a wheel,Bs,"{""label"": ""S""}

Text: ""I think the pen is really the",S
pushing a wheel along,Bs,"{""label"": ""Be""}

Text: ""the wheel has a big effect on",Be
that is a obviously this is a mechanical way of doing what we re talking about,S,"{""label"": ""S""}

Text: ""and it is a lot more expensive",S
so it could the thing could look like erm like a character could not it,Be,"{""label"": ""S""}
Text: ""or it could be a series of",S
I guess this idea Tom was that this is the print head here,S,"{""label"": ""S""}
Text: ""and then you have the ink reservoir",S
draw refDocumentE1_3Sketchjpg middle bottom circle,D,"{""label"": ""S""} 

Text: ""draw refDocumentE1_",S
and this quite a wide like a caravan is that angles that can hold that to feel it because,S,"{""label"": ""Be""}
Text: ""the main problem with the idea is",Be
draw u to represent print head and caravan,D,"{""label"": ""S""}
Text: ""so it needs to be able to",S
if you know if he goes crr crrr mimics scraping noise then this digs into the paper,Be,"{""label"": ""Bs""}

Text: ""but you can just use a paper",Bs
draw refDocumentE1_3Sketchjpg middle bottom arrow represents digs into the paper,D,"{""label"": ""S""} 
Text: ""draw refDocumentE1_",S
so you could even have three wheels could not you three small wheels to sort of drive it,S,"{""label"": ""S""}
Text: ""or a small metal wheel""
Label",S
write wheels to guide,D,"{""label"": ""D""}
Text: ""write wheels""
Label (JSON only",D
draw refDocumentE1_3Sketchjpg middle circle,D,"{""label"": ""S""} 

Text: ""draw refDocumentE1_",S
and you could have a cross section it could be kind of kind of like this,S,"{""label"": ""S""}

Text: ""and you could have a cross section",S
draw refDocumentE1_3Sketchjpg middle m,D,"{""label"": ""S""}
Text: ""draw refDocumentE1_3",S
so you can look down here and you can see a hole with the print head in it,S,"{""label"": ""S""}
Text: ""so this is the print head,",S
so see where you re going,Bs,"{""label"": ""Be""}

Text: ""the most important thing is the design",Be
draw refDocumentE1_3Sketchjpg middle details,D,"{""label"": ""D""}
Text: ""draw refDocumentE1_3",D
you could stick three ball bearings in here and,S,"{""label"": ""S""}

Text: ""the goal is to make a device",S
draw refDocumentE1_3Sketchjpg middle 3 circles within circle,D,"{""label"": ""S""}

Text: ""draw refDocumentE1_4",S
and just roll around on the surface,Bs,"{""label"": ""S""}
Text: ""it s a a a a a",S
you put in holes to see where your feet are going,S,"{""label"": ""S""} 
Text: ""the paper is involved in all",S
its just so you could acquire lots of stuff where you re actually marking,Bs,"{""label"": ""F""} 

Text: ""but you can also make it",F
yeah its sort of it s a compromise between erm here with a pen,Be,"{""label"": ""S""}

Text: ""and here with a sledge""",S
you want to see what you re doing don t you you want to see,Be,"{""label"": ""F""}
Text: ""you want to see what you re",F
but with this type of toy you don t do you,Be,"{""label"": ""S""}
Text: ""you can just push the handle in",S
probably aware pattern appears as an edge so you can go right up to,Bs,"{""label"": ""Bs""}

Text: ""but the idea is to have a",Bs
rather that the middle of something big if its big than it does not matter much so long as its at an edge of the big thing where the,Be,"{""label"": ""Be""} 
Text: ""pen is at an angle of",Be
but even with paper suppose you could still get to it its not like hoovering a room when you can t get to an edge is it,Be,"{""label"": ""Be""}
Text: ""because it s just the same principle",Be
it becomes more complex to the user as well you can rotate it so you can get to this corner or,Bs,"{""label"": ""Be""}
Text: ""the user can see the screen as",Be
rotate it to get to that one,Be,"{""label"": ""Be""}
Text: ""it's got a very small contact",Be
it is an interesting idea,Bs,"{""label"": ""F""}

Text: ""the pen is going to be a",F
add some wheels to it,S,"{""label"": ""Bs""}
Text: ""the user should be able to move",Bs
I bought erm a tram,S,"{""label"": ""S""}
Text: ""it has a big engine""
Label",S
well the distance between the rails and the what I was thinking the distance between the rails and the overhead wires always changing as it has to follow this articulating,Bs,"{""label"": ""S""} 

Text: ""so the pen would have to",S
yeah nice idea,Be,"{""label"": ""D""}

Text: ""we need to think about how to",D
it is a bit like the suspension on a car,S,"{""label"": ""S""}
Text: ""it is the most important thing that",S
as well the car sort of has this inertia it flies along in a straight line,Bs,"{""label"": ""Be""}

Text: ""so the reason it is not possible",Be
with suspension and all sorts of things as the wheels pump up and down,Bs,"{""label"": ""Bs""}

Text: ""the design will be to use the",Bs
as well stay in contact with the road if you have got a decent car,Bs,"{""label"": ""Be""}
Text: ""so the whole thing is a thermal",Be
well that is that is the other thing I suppose we haven t considered anything like erm air pockets,S,"{""label"": ""Be""} 

Text: ""and the other thing is the",Be
or anything like that that could be like a little suspension,Be,"{""label"": ""Bs""}
Text: ""because it s not just the weight",Bs
draw refDocumentE1_3Sketchjpg 3 lines left ie bottom,D,"{""label"": ""S""}
Text: ""draw refDocumentE1_3",S
suspension,S,"{""label"": ""S""}
Text: ""to have a set of stabilisers",S
that is the sort of thing about children they do things jerkily quickly,Be,"{""label"": ""Be""} 

Text: ""you can see the sledge",Be
use a gyroscope,S,"{""label"": ""S""}
Text: ""it should be able to follow a",S
gyroscope,S,"{""label"": ""S""}

Text: ""The pen has a gyroscope""",S
write GIROSCOPE and Air suspension,D,"{""label"": ""D""} 

Text: ""The main reason why we chose",D
stick a big gyroscope in it,S,"{""label"": ""S""}

Text: ""so that it can be used on",S
so they cannot jerk it around,Bs,"{""label"": ""Be""}

Text: ""and it s a good thing that",Be
yeah ok that is a good idea Tony,Bs,"{""label"": ""S""}

Text: ""so the main thing is to make",S
we should have a target aged child here should not we,Be,"{""label"": ""F""}

Text: ""the paper is not that good it",F
to because erm well I think well erm like this I say about this obviously it was not a problem,Be,"{""label"": ""D""}

Text: ""it s the first time we have",D
if you do not if you do not let it gimble that way,S,"{""label"": ""Bs""} 

Text: ""it is a problem that is",Bs
then you would get you can make your own lines cant you you can make different thicknesses,Bs,"{""label"": ""Be""} 

Text: ""so you can make your own",Be
draw refDocumentE1_3Sketchjpg 2 lines right ie top,D,"{""label"": ""D""}  # Do not remove the newline

Text:",D
so so it might if the if the applications for somebody who got,Be,"{""label"": ""Be""} 

Text: ""so that the pen is held",Be
then you add a feature by taking out you know,Be,"{""label"": ""F""}

Text: ""this is an important aspect of the",F
yeah because if if if if erm yeah if say if the the pen is printed in just dotted lines,Be,"{""label"": ""Be""}

Text: ""it ll be about fifty percent more",Be
draw refDocumentE1_3Sketchjpg dotted line right ie top,D,"{""label"": ""S""}

Text: ""draw refDocumentE1_3",S
you can you can if this pen if you do not let it go that way you could make it print dotted line print dotted line,Be,"{""label"": ""Be""}
Text: ""it s a thermal printer it s",Be
oh so you just have you just have one print out one,S,"{""label"": ""S""} 

Text: ""we have to make sure that",S
one one nozzle dot touching,Be,"{""label"": ""Bs""}

Text: ""one nozzle touching""
Label (JSON",Bs
so I guess what you re saying is any mechanism,S,"{""label"": ""S""}
Text: ""that would allow the pen to move",S
you can have it switch on switch off one could be easy line and then you can switch it off so that,Bs,"{""label"": ""F""} 

Text: ""and then you can switch it",F
you could,S,"{""label"": ""S""}
Text: ""because of the heat""
Label (",S
write vary the angle to have different width of line,D,"{""label"": ""Be""}

Text: ""so the thing is the thing is",Be
you could use it just so at the corner of the printer head,S,"{""label"": ""Bs""}  # You can write anything else after this line",Bs
well you could do that just electronically by activating one of the channels on the print heads,S,"{""label"": ""Be""} 
Text: ""if the print head is a",Be
write or do this electronically,D,"{""label"": ""D""} 
Text: ""to help children draw in a",D
I think that is the way to do it because,S,"{""label"": ""Be""}
Text: ""the first thing that comes to mind",Be
otherwise you can overheat the print head and might damage it,Bs,"{""label"": ""Bs""}

Text: ""the pen will print lines with a",Bs
so part of the thing here is we need to erm hold it down,S,"{""label"": ""S""}

Text: ""so we can use this as a",S
otherwise it going to overheat as its firing if there is no where for the heat to go,Bs,"{""label"": ""Bs""}
Text: ""the one that has got the s",Bs
could we put erm can we detect the heat that the,S,"{""label"": ""Be""}
Text: ""pen is producing and use that to",Be
and therefore switch it off,Be,"{""label"": ""Be""}

Text: ""because the battery is not charged""",Be
or know what s going on,Be,"{""label"": ""D""}
Text: ""so it s a really good idea",D
er that is only going to stop it getting dangerously hot,Be,"{""label"": ""Be""}
Text: ""that is the sort of thing that",Be
all we need to do for print quality and performance and things,Be,"{""label"": ""F""}

Text: ""we should make it smooth""
Label",F
is to keep those dots on the paper when they re being fired,S,"{""label"": ""Be""}
Text: ""the dot is being fired""
Label",Be
the other thing which you will picture sort of erm to an extent that one as well is the actual steering erm is actually,F,"{""label"": ""Be""}
Text: ""the way that the user is going",Be
at the moment the hand steers it directly by making movements with the hand,Be,"{""label"": ""Be""} 

Text: ""the user has to hold the",Be
but if you had like a joystick,S,"{""label"": ""S""}
Text: ""the one on the top left is",S
that then moved the angle of the print head errm,Bs,"{""label"": ""Be""}

Text: ""if it s a corner one then",Be
that might work too but maybe a bit more expensive I suppose,Bs,"{""label"": ""Bs""} 
Text: ""the one on the right is",Bs
I think the interesting thing is to use is as they steer that its built into the steering,Be,"{""label"": ""Bs""} 

Text: ""and the wheel is made of",Bs
actually tilts the whole body as it steers,Bs,"{""label"": ""Bs""} 

Text: ""it s a good thing I",Bs
so in order to maintain that angle,Bs,"{""label"": ""Be""}
Text: ""it needs to be a certain length",Be
write integrate the steering into angle like snowmobile,D,"{""label"": ""Bs""}
Text: ""it's like a hot air pen",Bs
it compensates for the lean of the rider into the corner,Bs,"{""label"": ""Bs""}

Text: ""the steering wheel is mounted on a",Bs
so it s flat,S,"{""label"": ""S""}
Text: ""it s got a good grip""",S
so if we had something like that,S,"{""label"": ""S""}

Text: ""and the pen moves in a way",S
you could steer this angle of the pen as it moves to the other end,Bs,"{""label"": ""Be""}

Text: ""and this is the bit that you",Be
its taken us probably three places we can go we can either well its something you control,Be,"{""label"": ""F""} 

Text: ""and we can also go to",F
or you take all the opportunities for control away from people apart from moving around,Be,"{""label"": ""Be""}

Text: ""if it is a single user it",Be
and you make the pen or whatever it is do everything,Be,"{""label"": ""D""} 
Text: ""and you make the pen do",D
erm or we give some feedback erm,Be,"{""label"": ""Be""}
Text: ""erm I think that is the most",Be
so that people know when they re doing the right thing,Be,"{""label"": ""F""}

Text: ""the user has to hold the pen",F
write feed back to user when doing it right,D,"{""label"": ""Be""}
Text: ""when the user presses the button""",Be
erm or the last one is it is possible to hold it the wrong way,Be,"{""label"": ""Be""}
Text: ""and you can still get a good",Be
but it forces you to hold it the right way possibly base on shapes,Be,"{""label"": ""Be""}
Text: ""you can have a very small contact",Be
write make the shape so it can only be done one way,D,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
well for the the third you can make it erm hard make it compliant to,Be,"{""label"": ""F""}

Text: ""because it s a thermal pen and",F
I know I know what you re saying but it would be difficult,Bs,"{""label"": ""Be""} 
Text: ""this is going to be a",Be
because you would overheat the edge of the print head,Bs,"{""label"": ""Bs""}
Text: ""so the printer needs to be able",Bs
if its not touching,S,"{""label"": ""Bs""}

Text: ""we need to make sure that the",Bs
but there could be some electronics maybe saying this end of the print heads overheating it must be touching at the other end,S,"{""label"": ""Bs""}

Text: ""the main goal is to create a",Bs
so I shall switch this,S,"{""label"": ""Bs""}

Text: ""so it s just a bit of",Bs
yeah probably there must be some way of detecting that,Be,"{""label"": ""Be""}
Text: ""and that is the main problem we",Be
can I just explore that last one in a little more detail,Be,"{""label"": ""D""}

Text: ""so basically the first problem that we",D
because when organisations,Be,"{""label"": ""Bs""}
Text: ""the main goal is to create a",Bs
making sure they can only be correct in one way so the design and shape of the thing,S,"{""label"": ""Be""}
Text: ""this is the most important thing to",Be
so it can only be done in one way and that s the correct way,S,"{""label"": ""Be""}
Text: ""and it has got a screw in",Be
because then there is less sort of learning to be done by the user and children I think if they are you know,Be,"{""label"": ""Bs""}

Text: ""but you can also use the existing",Bs
if they don t get the results pretty quickly they will just give up on it erm,Be,"{""label"": ""Be""}

Text: ""the most important thing is that it",Be
so it would be quite good shape of,Be,"{""label"": ""S""}

Text: ""to be honest I think this is",S
it would only let it work in one particular way,Be,"{""label"": ""Bs""} 

Text: ""because of the way it is",Bs
you could build it in different ways so you could have it,S,"{""label"": ""S""}

Text: ""so you could have it in a",S
so that there was only one way of doing it,Be,"{""label"": ""F""}
Text: ""it can draw in any direction""",F
but then err you can have switches on it so that supposing supposing it,S,"{""label"": ""Be""}

Text: ""so that the user can turn it",Be
you have got the print head and three balls around it to support it,S,"{""label"": ""S""} 
Text: ""the balls are made of a",S
with pressure sensors on those balls,S,"{""label"": ""Bs""}

Text: ""but it could be a good idea",Bs
so if the child presses harder it activates all the bearings,Bs,"{""label"": ""Bs""}

Text: ""the bearings are a problem""
Label",Bs
and prints out a very erm heavy line,Bs,"{""label"": ""Bs""}
Text: ""but the idea is to have a",Bs
but if the child does not press hard then you activate every other one,Be,"{""label"": ""Be""}
Text: ""but if the child does not press",Be
so you get a faint line,Bs,"{""label"": ""Be""}

Text: ""it s a very simple one""",Be
write interaction between how child presses so activation of print head,D,"{""label"": ""Bs""}

Text: ""the idea is to design a pen",Bs
so clears throat the actual kind of the erm the print head is isolated from what the child s doing,Be,"{""label"": ""S""}

Text: ""so the other thing is the print",S
but the sensors,S,"{""label"": ""S""}
Text: ""are not affected by the temperature""",S
attend to what the child s doing,Bs,"{""label"": ""Be""} 

Text: ""if the child does it this",Be
and the thing responds accordingly,Be,"{""label"": ""Be""} 
Text: ""and the thermal pen works perfectly",Be
and so you can trick the child into doing,Be,"{""label"": ""F""}
Text: ""the thing is you have to have",F
and you could also make it so that even if the child s because erm clears throat its not direct you can make it sort of software,S,"{""label"": ""F""}
Text: ""and the way it works is that",F
so that even if the child s really uncoordinated basically you get a reasonable result,Be,"{""label"": ""Be""}

Text: ""because of the special tip and the",Be
but if the child s very coordinated you can actually do some quite sophisticated things,Be,"{""label"": ""Be""}
Text: ""it s a bit like a piece",Be
