UTTERANCE,TRUE_LABEL,RESPONSE,PRED_LABEL
and the other thing is the printout needs to stay in the right angle to print as well,S,"{""label"": ""F""}
Okay, let me try to figure out the label",F
so we need to think of designs that actually erm help to do that,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
even though the user is not capable of keeping exactly the right shape or weight,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
is to come up with some ideas as to other products or situations where a product,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
needs to follow a contour,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
or needs to be able to adjust itself keeping itself in the same alignment,Be,"{""label"": ""F""}
Okay, let's tackle this segment: ""or",F
even thought the user might be moving things about did anybody come up with any ideas on that,Be,"{""label"": ""N""}
The segment is a question expressing uncertainty or seeking input",N
is it only paper you re thinking about or could it be other things like mugs or fabric or pottery,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it could be anything,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it could be anything,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah I guess it could be all those,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
I ended up with the hold on sledge,S,"{""label"": ""N""}.
Okay, let's tackle this. The segment",N
the sledge excellent,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
write sledge,D,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
so what did that generate then,Bs,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
the sledge manages to keep level,BS,"{""label"": ""Be""}
Okay, let's tackle this. The segment is",Be
by having quite a wide base,S,"{""label"": ""S""} The segment ""by having quite a wide base""",S
write wide base,D,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
a main force in the middle,BS,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
unlike the set of skis,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
where quite narrow and you go up on an edge when you re turning,Bs,"{""label"": ""N""}
The segment ""where quite narrow and you go up",N
the sledge is er quite broad,S,"{""label"": ""S""} The segment ""the sledge is er quite broad",S
and then you have the weight right in the middle so they manage to keep both runners on the snow,BS,"{""label"": ""Bs""} The segment mentions ""weight right in the middle""",Bs
write force in middle,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
more often than say a sledge or a snowboard a skis or snowboard,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so so would you potential see some some some guiders almost down the side of this,S,"{""label"": ""N""}
Alright, let's tackle this segment: ""so",N
well I guess the easiest way to keep the pen at a right angle would be,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
to have a set of stabilisers on it,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
based on the idea of a sledge,Be,"{""label"": ""F""} 

Segment:
designed for heavy duty use",F
yeah no problem stabilisers like a bicycle yeah that is a good idea,S,"{""label"": ""N""}
Okay, let me try to figure out the label",N
write stabiliser,D,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
I was thinking that is sort of maybe like a flat base with a sort of universal joint like a windsurf mast,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah write Universal base ,D,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
if the is like this it stays flat but the bit you hold onto can be at,Bs,"{""label"": ""N""}
Okay, let me try to figure out the label",N
different angles,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I guess the size of the thing in contact with the paper you could either have a very small contact area,S,"{""label"": ""S""}
Okay, let's break this down. The segment",S
and er track where it goes or you can have a wide contact area,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
show the relative size of the pen clears throat if you have got an example because that is,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
look at the end of that,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
size is dictated by cost really it needs to be quite narrow,S,"{""label"": ""F""}
The segment mentions ""needs to be quite narrow,""",F
I imagine it to be that,S,"{""label"": ""N""} (because the segment is vague and doesn't clearly",N
could be a that way,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
lets just use that as guidance but let us,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
tip of that,S,"{""label"": ""N""} The segment ""tip of that"" is too vague",N
rather than the rest I would suggest,S,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
it can be te ten mil across,S,"{""label"": ""N""}
Okay, let's tackle this segment: ""it",N
it s a erm its not an edge one then it s a it s a on the flat there,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
are two flats printing are not there more than one,S,"{""label"": ""N""} The segment ""are two flats printing are not there",N
one,S,"{""label"": ""S""}
Segment:
two

JSON answer: {""label"":",S
while drawing if I where yeah the resistors sit on the lump there,S,"{""label"": ""N""} 

Segment:
the nib is a bit soft but",N
draw refE1_15 Flipchartjpg top 1,D,"{""label"": ""N""}
Okay, let's take a look at this segment",N
and you have got the type where the resistors sit on this corner here,S,"{""label"": ""N""} I think the label should be ""N"" because",N
draw refE1_15 Flipchartjpg top 2,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it s a corner one,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it s a corner one,S,"{""label"": ""N""}
Okay, let's tackle this segment: ""it",N
no its not cheap,Bs,"{""label"": ""N""} 

Segment:
it's a great pen for the",N
it ll be about fifty percent more expensive,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yes this there is an end,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
there is an end that goes over the paper is not there is sort of thing,Be,"{""label"": ""N""}
Okay, let's tackle this segment: ""there",N
there is a type that does this as well though,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw refE1_15 Flipchartjpg middle overlap left,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but they type that we have got is like this but in actual fact its much more biased towards the edge,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
so you normally have a a slight angle here,S,"{""label"": ""N""}
The segment ""so you normally have a a slight",N
right so easiest thing obviously draws on flip chart,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
yeah the the typically what you do is you have got foil going over and,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you get quite a lot you know you can have quite a lot of angle there,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw angle,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so we were talking mostly about that one or that one,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that one sort of plus or minus,S,"{""label"": ""N""} 

Segment:
the tip is made of metal",N
all these you have to keep flat or long,S,"{""label"": ""F""} 

Segment:
the tip is made of a porous",F
its just its just whether we need flat or long,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
both axes,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
both axes,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah I think we do well we need guidance on both axes whichever way,S,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
you do it I think,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you have like you have like a hot ball a hot ball like a ball point pen,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
draw circle draw refE1_15 Flipchartjpg middle,D,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
and then you had a tracker like an optical mast then,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw box draw refE1_15 Flipchartjpg middle,D,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
I think that picture where you re moving a pen across the paper in sort of patterns repeating patterns,Be,"{""label"": ""N""}
Okay, let's tackle this segment. The user",N
instead of doing it all in one go like a wide printer would do it will just do a thin line at a time,Bs,"{""label"": ""F""}
Wait, let me check again. The segment says",F
draw refE1_15 Flipchartjpg bottom,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but when you scribble backwards and forwards it,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
would build up and use that tracking capability to do that,Bs,"{""label"": ""F""}.
Okay, let's tackle this. The segment",F
draw refE1_15 Flipchartjpg bottom,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and you would not have the angle problem,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah the problem is that printing on the ball,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
we thought the ball could just be you could just sort of turn it off and on,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so its like instead of being a unclear speech overlapping thing,S,"{""label"": ""N""} The segment ""so its like instead of being a",N
there is a bit of that OK,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
well I suppose you could make the width of the print very very small,S,"{""label"": ""F""}
Okay, let's break this down. The segment",F
we ve done that ,S,"{""label"": ""N""}
Segment:
this is a very high quality product",N
we did that,S,"{""label"": ""N""} 

Segment:
the pen is designed to draw thin",N
with the dots though very very small,S,"{""label"": ""N""} 

Segment:
to be used with the pen",N
you can only they ve got such low they will last thermal mass,S,"{""label"": ""N""}
Okay, let's tackle this segment: ""you",N
you heat them up very very briefly and then,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
they ll go cold again,Bs,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
probably why you get spots appearing on the second one erm,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but you can make it,S,"{""label"": ""N""} The segment ""but you can make it"" is",N
clears throat erm at the moment what we have got available for a demonstrator is one of the types on the left,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so we do have this constraint of what that angle needs to be ,Bs,"{""label"": ""F""} 

Segment:
the angle is constrained by the need",F
so that is going to,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
that angle here,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yes that is going to limit us for the time being,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
we could open up more options by going for alternatives,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
or whatever that would be good so you just mentioned how windsurfs have sort of a base,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
to keep the to hold on to rather than actual hands are stabilised like a platform,Bs,"{""label"": ""F""}
The segment describes the purpose or goal of the design",F
Sarah refers to a photograph,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
a man s shaver,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that has an angle joint,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
and a guidance for your fingers,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and similar to the windsurf,Be,"{""label"": ""N""} 

Segment:
to reduce the risk of the pen",N
I mean it only moves in one axis,Bs,"{""label"": ""N""}
The segment ""I mean it only moves in one",N
rather than round,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it does not its almost flat is not it I suppose,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
yeah it does not move that way I do not think,Bs,"{""label"": ""N""} 

Segment:
It is designed to draw thin technical",N
cos you want to keep flat on the paper all the time,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
does the razor stay flat though,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because the centre piece is much,S,"{""label"": ""Bs""} 

Segment:
due to the ink being very visc",Bs
I am not sure whether it does completely stay flat I think there might be a little bit of a plain,S,"{""label"": ""N""}
Okay, let me try to figure out the label",N
but its main axis is is that the razor has is that way I think,Bs,"{""label"": ""N""}
Okay, let's break this down. The segment",N
write razor,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if I if I remember correctly from I don t know about this but from the other razors each blade has like a little spring down each side,S,"{""label"": ""S""}
Okay, let's break this down. The segment",S
which means each blade can independently of housing can move that way a little bit as well cant it so that is,Bs,"{""label"": ""F""} 

The segment discusses the functionality of the blade's",F
draw E1_7 Sketckjpg,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
how s that achieved that,S,"{""label"": ""N""} 

Segment:
It is designed to allow the user",N
is that is that achieved by a plastic,S,"{""label"": ""N""}
Alright, let's tackle this labeling task. The",N
that is bendable or is it,Bs,"{""label"": ""N""}
Okay, let's tackle this query. The segment",N
no it s a spring is not it,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
a spring that goes to surface,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
it pivots,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The segment is",Be
write spring pivot,D,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
there is f five of the razors is not there,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I have brought some examples along there is one with a single spring in the centre there,S,"{""label"": ""N""}
Okay, let's tackle this segment: ""I",N
and then there is one,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
these are electric ones yeah,S,"{""label"": ""N""} 

Segment:
the ink flows smoothly through the pen",N
these are electric razors and so this is,S,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
slightly more expensive version that is got a spring either side,S,"{""label"": ""S""}
Okay, let's tackle this segment: ""sl",S
yeah to give you that adjustment it slides on the surface,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
they do yeah there is its one with the foils basically because on this the foil is sprung this one is well no,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
the foil will run through rubbers and it uses the the cutting edge that is sprung,Bs,"{""label"": ""Bs""}
Okay, let's break this down. The segment",Bs
erm there is a point here,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
as well that erm do we need to keep because this will keep an even well a relatively constant pressure won t it,Be,"{""label"": ""N""}
Okay, let's tackle this segment. The user",N
and you could also you could add a switch to this,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so you could switch it on and off,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
yeah but I think there are other things that we might like to do as well because,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
it might control the force on the print heads and make sure it comes on how you want it to,Be,"{""label"": ""F""}
Okay, let's tackle this segment: ""it",F
so is that what you call a gimble,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
gimbles are normally three dimensional,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I ve got another one,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it builds on another one,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and it goes faster,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The segment is",Be
but as well its erm one of the things about this is that you have got the main lump,S,"{""label"": ""N""}
Alright, let's tackle this segment: ""but",N
and then you have got steering piece towards the front which is banging near microphone drowns speech,S,"{""label"": ""N""}
The segment mentions a ""steering piece"" that",N
so you have got,Bs,"{""label"": ""N""} 

Segment:
to make sure that the ink flows",N
I guess you have kind of got the main unit that has got all the power and weight in it,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and then erm the flexible bit that does the steering,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
write snow mobile ,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw E1_7 Sketckjpg,D,"{""label"": ""N""} 

Segment:
draw E1_7 Sket",N
where I know we re talking about a pen,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and you immediately think about something that is this sort of shape that you can hold in your hand like that,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but considering we re talking about toys in effect for children,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
could it be something that takes more of the shape of a of a train with,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
something else that gets pulled behind it for example,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
like a drag on,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
something that is much more of a quite a different shape that,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
does not require them to have that difficult sort of hold,Be,"{""label"": ""N""} The segment ""does not require them to have that",N
things in place like this erm,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because that is one of the challenges children have is not it,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
holding the pen at the right angle,Be,"{""label"": ""Be""}
Okay, let's tackle this. The segment is",Be
that is probably one of the things you want to teach a child though is not,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah well you could take all of the difficult stuff off them and make it happen,Bs,"{""label"": ""N""}
Okay, let's break this down. The segment",N
all that they will do is move the lump around,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
write move lump,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so you will teach them how to move a mouse about,F,"{""label"": ""F""}.
Okay, let's tackle this. The segment",F
if there is a skill in that there is a sense of achievement,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
we could have like a mouse rather than a pen,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that could just be a different starting point,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
write mouse type pen,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
all they have to do is put it on the table then move it around,Be,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
and it does everything else,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I was thinking a different media than just a flat piece of paper,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
a pens quite a nice sort of you know to get round angles and,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
do you think a mouse would allow you to apply that constant force that we need for this though,Bs,"{""label"": ""N""}
Okay, let's tackle this query. The user",N
I don t see why not I mean as long as the force is not going to push the mouse into the table then gravity should be on your side should not it,Bs,"{""label"": ""N""}
Okay, let's break this down. The user",N
can I just clarify that you mean for the main lump to have all the sort of the weighty bits like the batteries and electronics and things like that or the that way,S,"{""label"": ""N""}
Okay, let's tackle this segment. The user",N
I was not really being that prescriptive,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if you ever go without it s not too bad but,F,"{""label"": ""N""} 

Segment:
the tip is made of porous material",N
the means of a toy I have a quick problem because well I do not know,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
like a ghost err it is a little ghost it s about you know an inch high,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw it,S,"{""label"": ""N""} 

The segment ""draw it"" is vague and",N
draw refDocumentE1_3Sketchjpg top left 2 sketches,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
what its got inside is its got errr and I can t remember exactly what its got inside its got a rubber err a wheel,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
draw refDocumentE1_3Sketchjpg top left 2nd sketch,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
which printed on it has a little erm,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I don t know why I am telling you all this because its not really,BS,"{""label"": ""N""}
Okay, let me try to figure out the label",N
oh yeah yeah yeah yeah yeah you mean one of those foot print things,Bs,"{""label"": ""N""} I think the segment is irrelevant. It seems to",N
its got its got little footprints,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
rotating,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah it s a self and yeah its got a pad an inky pad here and he,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
does that go all over the walls and everything,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you walk it along a page,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and it makes footprints,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is interesting cos I was thinking pastry brush you know how pastry has,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
and white line machines,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but I could not think of anything that quite tied into this but the idea of a wheel,Bs,"{""label"": ""N""}  (vague opinion)

Segment:
that would",N
pushing a wheel along,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is a obviously this is a mechanical way of doing what we re talking about,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so it could the thing could look like erm like a character could not it,Be,"{""label"": ""N""}
Okay, let me try to figure this out.",N
I guess this idea Tom was that this is the print head here,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw refDocumentE1_3Sketchjpg middle bottom circle,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and this quite a wide like a caravan is that angles that can hold that to feel it because,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw u to represent print head and caravan,D,"{""label"": ""N""}
Alright, let's tackle this segment: ""draw",N
if you know if he goes crr crrr mimics scraping noise then this digs into the paper,Be,"{""label"": ""N""}
Okay, let me try to figure out the label",N
draw refDocumentE1_3Sketchjpg middle bottom arrow represents digs into the paper,D,"{""label"": ""N""}
The segment describes an illustration or diagram where an arrow",N
so you could even have three wheels could not you three small wheels to sort of drive it,S,"{""label"": ""F""}
Okay, let's tackle this segment: ""so",F
write wheels to guide,D,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
draw refDocumentE1_3Sketchjpg middle circle,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and you could have a cross section it could be kind of kind of like this,S,"{""label"": ""N""}
Okay, let me try to figure out the label",N
draw refDocumentE1_3Sketchjpg middle m,D,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
so you can look down here and you can see a hole with the print head in it,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
so see where you re going,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw refDocumentE1_3Sketchjpg middle details,D,"{""label"": ""N""} The segment ""draw refDocumentE1_3",N
you could stick three ball bearings in here and,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
draw refDocumentE1_3Sketchjpg middle 3 circles within circle,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and just roll around on the surface,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you put in holes to see where your feet are going,S,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
its just so you could acquire lots of stuff where you re actually marking,Bs,"{""label"": ""F""}
Okay, let's break this down. The segment",F
yeah its sort of it s a compromise between erm here with a pen,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you want to see what you re doing don t you you want to see,Be,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
but with this type of toy you don t do you,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
probably aware pattern appears as an edge so you can go right up to,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
rather that the middle of something big if its big than it does not matter much so long as its at an edge of the big thing where the,Be,"{""label"": ""N""}
Alright, let's tackle this segment. The user",N
but even with paper suppose you could still get to it its not like hoovering a room when you can t get to an edge is it,Be,"{""label"": ""N""}
Alright, let's tackle this segment: ""but",N
it becomes more complex to the user as well you can rotate it so you can get to this corner or,Bs,"{""label"": ""N""} 

Okay, let's break this down. The",N
rotate it to get to that one,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it is an interesting idea,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
add some wheels to it,S,"{""label"": ""F""} 

Segment:
add some wheels to it

JSON",F
I bought erm a tram,S,"{""label"": ""N""} The segment ""I bought erm a tram"" does",N
