UTTERANCE,TRUE_LABEL,RESPONSE,PRED_LABEL
instead of doing it all in one go like a wide printer would do it will just do a thin line at a time,Bs,"{""label"": ""F""}  // or another label from [F, Be",F
draw refE1_15 Flipchartjpg bottom,D,"{""label"": ""S""}  # (choose the label you think is correct",S
but when you scribble backwards and forwards it,Bs,"{""label"": ""N""}  // you may need to adjust this
```",N
would build up and use that tracking capability to do that,Bs,"{""label"": ""F""}  # would build up and use that tracking capability",F
draw refE1_15 Flipchartjpg bottom,D,"{""label"": ""S""}  // Your answer here
```python
import",S
and you would not have the angle problem,S,"{""label"": ""N""}  // No clear match, irrelevant to the segment",N
yeah the problem is that printing on the ball,S,"{""label"": ""S""} 
Explanation: 
The segment describes a part (",S
we thought the ball could just be you could just sort of turn it off and on,Bs,"{""label"": ""N""} 
Segment:
it has to be done in a",N
so its like instead of being a unclear speech overlapping thing,S,"{""label"": ""N""}  # unclear speech overlapping thing is a vague description",N
there is a bit of that OK,S,"{""label"": ""N""}  // or any other label from the set F",N
well I suppose you could make the width of the print very very small,S,"{""label"": ""F""}  # Correct
Explanation:
The segment clearly describes",F
we ve done that ,S,"{""label"": ""N""}  # No matching category, irrelevant or off-topic",N
we did that,S,"{""label"": ""N""}  # No clear purpose/goal, performance,",N
with the dots though very very small,S,"{""label"": ""N""}  // No relevant information about function, expected behaviour",N
you can only they ve got such low they will last thermal mass,S,"{""label"": ""S""} 
Explanation:
The segment describes the thermal mass of",S
you heat them up very very briefly and then,Bs,"{""label"": ""N""} 
```python
def F_Bs_S_lab",N
they ll go cold again,Bs,"{""label"": ""N""}  # no category clearly applies
```python",N
probably why you get spots appearing on the second one erm,Bs,"{""label"": ""N""}  # no relevant information, vague opinion
```",N
but you can make it,S,"{""label"": ""S""}  # Structure, no behaviour claim
```",S
clears throat erm at the moment what we have got available for a demonstrator is one of the types on the left,S,"{""label"": ""S""}  // Structure (materials, parts, configuration),",S
so we do have this constraint of what that angle needs to be ,Bs,"{""label"": ""F""} 
Explanation: The segment describes a constraint or a",F
so that is going to,Bs,"{""label"": ""F""}  # Correct
JSON answer: {""label"":",F
that angle here,S,"{""label"": ""N""}  # No clear category matches. 

Segment:",N
yes that is going to limit us for the time being,Be,"{""label"": ""F""}  # end of F–Be–Bs–",F
we could open up more options by going for alternatives,S,"{""label"": ""N""}  # No clear category, vague opinion, or",N
or whatever that would be good so you just mentioned how windsurfs have sort of a base,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
to keep the to hold on to rather than actual hands are stabilised like a platform,Bs,"{""label"": ""S""}  # or one of the other labels
``",S
Sarah refers to a photograph,S,"{""label"": ""S""}  # Structure, as it is a description of",S
a man s shaver,S,"{""label"": ""S""} 
Explanation:
The segment is describing the structure of",S
that has an angle joint,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
and a guidance for your fingers,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
and similar to the windsurf,Be,"{""label"": ""S""}  // or other valid answer
```python",S
I mean it only moves in one axis,Bs,"{""label"": ""N""}  // no clear category matches, so N is",N
rather than round,Bs,"{""label"": ""<F|Be|Bs|S|D|N>""",N
it does not its almost flat is not it I suppose,S,"{""label"": ""N""}  # No clear label applies
```python",N
yeah it does not move that way I do not think,Bs,"{""label"": ""N""}  // or one of the other labels if the",N
cos you want to keep flat on the paper all the time,Be,"{""label"": ""F""}  # Function
Segment:
the 3mm",F
does the razor stay flat though,Bs,"{""label"": ""Be""}  # Behaviour (performance independent of specific parts/material",Be
because the centre piece is much,S,"{""label"": ""N""}  # No clear match
```python
import",N
I am not sure whether it does completely stay flat I think there might be a little bit of a plain,S,"{""label"": ""N""}  // no clear category applies
```python",N
but its main axis is is that the razor has is that way I think,Bs,"{""label"": ""N""}  # no answer
```


Segment:
This",N
write razor,D,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
if I if I remember correctly from I don t know about this but from the other razors each blade has like a little spring down each side,S,"{""label"": ""S""} 
Reasoning: The segment describes a part of",S
which means each blade can independently of housing can move that way a little bit as well cant it so that is,Bs,"{""label"": ""Be""}  # or any other valid label
```",Be
draw E1_7 Sketckjpg,D,"{""label"": ""S""}  // Label: Structure (materials, parts,",S
how s that achieved that,S,"{""label"": ""N""}  # No answer
```python
import re",N
is that is that achieved by a plastic,S,"{""label"": ""N""}  # No category applies
Explanation:
This segment",N
that is bendable or is it,Bs,"{""label"": ""N""}  # No clear category; this is an ambiguous",N
no it s a spring is not it,S,"{""label"": ""N""}  # No category clearly applies
```python",N
a spring that goes to surface,S,"{""label"": ""S""}  # Explanation: This is a description of a",S
it pivots,Bs,"{""label"": ""F""}  # Correct answer
Explanation:
This segment has",F
write spring pivot,D,"{""label"": ""Bs""}  # because it's the pivot that causes the",Bs
there is f five of the razors is not there,S,"{""label"": ""N""}  // no clear category match
```
Explanation",N
I have brought some examples along there is one with a single spring in the centre there,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
and then there is one,S,"{""label"": ""N""}  # irrelevant text
```python
import json",N
these are electric ones yeah,S,"{""label"": ""N""}  // No category clearly applies. The segment is",N
these are electric razors and so this is,S,"{""label"": ""F""}  # or another label if you think it fits",F
slightly more expensive version that is got a spring either side,S,"{""label"": ""Bs""}  // or another label from the list, as",Bs
yeah to give you that adjustment it slides on the surface,Bs,"{""label"": ""Bs""}  # because of the'slides' cue,",Bs
they do yeah there is its one with the foils basically because on this the foil is sprung this one is well no,S,"{""label"": ""Bs""}  # Behaviour from Structure
Explanation:
The segment",Bs
the foil will run through rubbers and it uses the the cutting edge that is sprung,Bs,"{""label"": ""Bs""}  // because the cutting edge is a part that",Bs
erm there is a point here,Be,"{""label"": ""N""} 
---

Segment:
The mechanism is designed to produce",N
as well that erm do we need to keep because this will keep an even well a relatively constant pressure won t it,Be,"{""label"": ""Be""}  # Behaviour (performance independent of specific parts/material",Be
and you could also you could add a switch to this,S,"{""label"": ""F""}  # or other label if appropriate
```python",F
so you could switch it on and off,Bs,"{""label"": ""F""} 
Explanation:
This segment clearly indicates a purpose/go",F
yeah but I think there are other things that we might like to do as well because,S,"{""label"": ""N""}  # no clear category matches
```python",N
it might control the force on the print heads and make sure it comes on how you want it to,Be,"{""label"": ""F""}  # or another valid label
```python",F
so is that what you call a gimble,S,"{""label"": ""N""}  # or other label if applicable
```python",N
gimbles are normally three dimensional,S,"{""label"": ""S""}  # Structure (materials, parts, configuration)",S
I ve got another one,S,"{""label"": ""N""}  # irrelevant/vague opinion/off-topic
```",N
it builds on another one,S,"{""label"": ""F""}  # or another label if you think it's",F
and it goes faster,Bs,"{""label"": ""Be""}  # Writes smoothly and doesn’t skip.",Be
but as well its erm one of the things about this is that you have got the main lump,S,"{""label"": ""N""}  // no category fits
```python
import",N
and then you have got steering piece towards the front which is banging near microphone drowns speech,S,"{""label"": ""<F|Be|Bs|S|S|D|",D
so you have got,Bs,"{""label"": ""N""}  // irrelevant/vague/opinion/off-topic",N
I guess you have kind of got the main unit that has got all the power and weight in it,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
and then erm the flexible bit that does the steering,Bs,"{""label"": ""S""}  # Corrected answer
Explanation:
The segment",S
write snow mobile ,D,"{""label"": ""S""} 
Explanation: The segment describes the material or part",S
draw E1_7 Sketckjpg,D,"{""label"": ""S""}  // Steel barrel with replaceable cartridge. is",S
where I know we re talking about a pen,S,"{""label"": ""S""} 
Explanation:
The segment describes a pen, and",S
and you immediately think about something that is this sort of shape that you can hold in your hand like that,Bs,"{""label"": ""N""}  // No clear match, off-topic, or",N
but considering we re talking about toys in effect for children,Be,"{""label"": ""N""}  // no category clearly applies, vague opinion,",N
could it be something that takes more of the shape of a of a train with,S,"{""label"": ""N""}  // no clear match, irrelevant to performance or",N
something else that gets pulled behind it for example,Be,"{""label"": ""N""}  // The segment is off-topic and does not",N
like a drag on,Be,"{""label"": ""N""}  // No clear label applies
```python",N
something that is much more of a quite a different shape that,S,"{""label"": ""N""}  // no clear function, expected behaviour, structure",N
does not require them to have that difficult sort of hold,Be,"{""label"": ""N""}  // No category applies, segment is vague or",N
things in place like this erm,S,"{""label"": ""N""}  # No matching category, off-topic or vague",N
because that is one of the challenges children have is not it,Be,"{""label"": ""N""}  # no matching category
```python
import",N
holding the pen at the right angle,Be,"{""label"": ""S""} 

Explanation:
This segment is a pure description of",S
that is probably one of the things you want to teach a child though is not,F,"{""label"": ""N""} 
Reasoning: The segment is a vague opinion",N
yeah well you could take all of the difficult stuff off them and make it happen,Bs,"{""label"": ""N""} 
Explanation:
The segment is a vague opinion and",N
all that they will do is move the lump around,Be,"{""label"": ""N""}  # no match
```python
import json",N
write move lump,D,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
so you will teach them how to move a mouse about,F,"{""label"": ""F""}  // 
Explanation:
The segment'so you",F
if there is a skill in that there is a sense of achievement,F,"{""label"": ""F""} 
Explanation:
The segment is about the purpose or",F
we could have like a mouse rather than a pen,S,"{""label"": ""N""}  // No category applies. The segment is an",N
that could just be a different starting point,Be,"{""label"": ""N""}  # no clear category  # no clear category",N
write mouse type pen,D,"{""label"": ""S""}  # Structure
Explanation:
This is a clear",S
all they have to do is put it on the table then move it around,Be,"{""label"": ""F""}  # or another label from the list if you",F
and it does everything else,Be,"{""label"": ""N""}  # No clear match, vague.  #",N
I was thinking a different media than just a flat piece of paper,S,"{""label"": ""N""} 
=====================================

Segment:
The ink flows because",N
a pens quite a nice sort of you know to get round angles and,Bs,"{""label"": ""N""}  // No clear match.  // Do not",N
do you think a mouse would allow you to apply that constant force that we need for this though,Bs,"{""label"": ""N""}  # irrelevance: mouse and constant force are",N
I don t see why not I mean as long as the force is not going to push the mouse into the table then gravity should be on your side should not it,Bs,"{""label"": ""N""}  // Irrelevant and vague opinion, not a",N
can I just clarify that you mean for the main lump to have all the sort of the weighty bits like the batteries and electronics and things like that or the that way,S,"{""label"": ""S""}  // Structure (materials, parts, configuration),",S
I was not really being that prescriptive,S,"{""label"": ""N""}  // or any other valid label

Note:",N
if you ever go without it s not too bad but,F,"{""label"": ""N""}  # Not relevant or off-topic. 
================================",N
the means of a toy I have a quick problem because well I do not know,F,"{""label"": ""N""}  // no category clearly applies
```python",N
like a ghost err it is a little ghost it s about you know an inch high,S,"{""label"": ""N""}  # No clear category, irrelevant or off-topic",N
draw it,S,"{""label"": ""F""}  # JSON answer with label 'F' for",F
draw refDocumentE1_3Sketchjpg top left 2 sketches,D,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
what its got inside is its got errr and I can t remember exactly what its got inside its got a rubber err a wheel,S,"{""label"": ""S""}  // Structure (materials, parts, configuration),",S
draw refDocumentE1_3Sketchjpg top left 2nd sketch,D,"{""label"": ""S""}  // Structure, no behaviour claim
```python",S
which printed on it has a little erm,Bs,"{""label"": ""N""}  # no clear match
```python
import",N
I don t know why I am telling you all this because its not really,BS,"{""label"": ""N""}  // No label matches, segment is irrelevant/v",N
oh yeah yeah yeah yeah yeah you mean one of those foot print things,Bs,"{""label"": ""N""}  # irrelevant/vague/opinion/off-topic",N
its got its got little footprints,Bs,"{""label"": ""N""}  # no clear category matches
```python",N
rotating,Bs,"{""label"": ""<F|Be|Bs|S|D|N>""",N
yeah it s a self and yeah its got a pad an inky pad here and he,S,"{""label"": ""N""}  // No clear match, vague language, off",N
does that go all over the walls and everything,Bs,"{""label"": ""N""}  # No clear category, vague opinion
```",N
you walk it along a page,Bs,"{""label"": ""F""}  # or other valid answer
```
Explanation",F
and it makes footprints,Bs,"{""label"": ""N""}  # no category matches
====================================


Segment",N
that is interesting cos I was thinking pastry brush you know how pastry has,S,"{""label"": ""S""}  # Segment describes a part/material (pastry",S
and white line machines,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
but I could not think of anything that quite tied into this but the idea of a wheel,Bs,"{""label"": ""N""}  // no relevant information about the product
```",N
pushing a wheel along,Bs,"{""label"": ""Bs""}  # behaviour from structure
```python
def",Bs
that is a obviously this is a mechanical way of doing what we re talking about,S,"{""label"": ""N""}  // or another valid label, but not '",N
so it could the thing could look like erm like a character could not it,Be,"{""label"": ""N""}  // no clear match, vague opinion, off",N
I guess this idea Tom was that this is the print head here,S,"{""label"": ""S""}  // Structure (materials, parts, configuration)",S
draw refDocumentE1_3Sketchjpg middle bottom circle,D,"{""label"": ""S""} 
Explanation: The segment describes the structure of the",S
and this quite a wide like a caravan is that angles that can hold that to feel it because,S,"{""label"": ""N""}  // no clear function, behaviour or structure,",N
draw u to represent print head and caravan,D,"{""label"": ""S""}  // Correctly identified as Structure (materials,",S
if you know if he goes crr crrr mimics scraping noise then this digs into the paper,Be,"{""label"": ""N""}  // no clear match
```

Step",N
draw refDocumentE1_3Sketchjpg middle bottom arrow represents digs into the paper,D,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
so you could even have three wheels could not you three small wheels to sort of drive it,S,"{""label"": ""F""}  # purpose/goal
```

## Step",F
write wheels to guide,D,"{""label"": ""F""}  # or other allowed labels
```
###",F
draw refDocumentE1_3Sketchjpg middle circle,D,"{""label"": ""S""}  # Correct
Explanation: The segment is describing",S
and you could have a cross section it could be kind of kind of like this,S,"{""label"": ""S""} 
Explanation: 
The segment is describing the structure",S
draw refDocumentE1_3Sketchjpg middle m,D,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
so you can look down here and you can see a hole with the print head in it,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
so see where you re going,Bs,"{""label"": ""N""}  # or any other label you choose
---",N
draw refDocumentE1_3Sketchjpg middle details,D,"{""label"": ""S""}  # Structure
```python
import json",S
you could stick three ball bearings in here and,S,"{""label"": ""S""} 
Explanation: 
The segment describes a configuration or",S
draw refDocumentE1_3Sketchjpg middle 3 circles within circle,D,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
and just roll around on the surface,Bs,"{""label"": ""S""}  # Surface
Explanation:
- The segment describes",S
you put in holes to see where your feet are going,S,"{""label"": ""S""}  // Explanation: The segment describes the purpose of",S
its just so you could acquire lots of stuff where you re actually marking,Bs,"{""label"": ""N""}  # No match for any category
```python",N
yeah its sort of it s a compromise between erm here with a pen,Be,"{""label"": ""S""}  // You may write anything else after the JSON",S
you want to see what you re doing don t you you want to see,Be,"{""label"": ""N""}  # The segment is off-topic and doesn't",N
but with this type of toy you don t do you,Be,"{""label"": ""N""}  # no matching category
```python
import",N
probably aware pattern appears as an edge so you can go right up to,Bs,"{""label"": ""N""}  // irrelevant or off-topic text
```python",N
rather that the middle of something big if its big than it does not matter much so long as its at an edge of the big thing where the,Be,"{""label"": ""N""}  // no category clearly applies
```python",N
but even with paper suppose you could still get to it its not like hoovering a room when you can t get to an edge is it,Be,"{""label"": ""N""}  # no relevant information about the product
```",N
it becomes more complex to the user as well you can rotate it so you can get to this corner or,Bs,"{""label"": ""S""}  // Structure (materials, parts, configuration),",S
rotate it to get to that one,Be,"{""label"": ""N""}  # No clear match for this segment
```",N
it is an interesting idea,Bs,"{""label"": ""N""}  # No clear match, vague opinion
```",N
add some wheels to it,S,"{""label"": ""S""}  # Structure (materials, parts, configuration),",S
I bought erm a tram,S,"{""label"": ""N""}  // irrelevant, off-topic, vague opinion,",N
well the distance between the rails and the what I was thinking the distance between the rails and the overhead wires always changing as it has to follow this articulating,Bs,"{""label"": ""N""}  # Not applicable, off-topic, or irrelevant",N
yeah nice idea,Be,"{""label"": ""N""}  # 
Explanation:
The segment 'yeah nice",N
it is a bit like the suspension on a car,S,"{""label"": ""N""}  // No relevant information about the product.",N
as well the car sort of has this inertia it flies along in a straight line,Bs,"{""label"": ""N""}  // or any other label that you think applies",N
with suspension and all sorts of things as the wheels pump up and down,Bs,"{""label"": ""N""}  # irrelevant, vague opinion, or off-topic",N
as well stay in contact with the road if you have got a decent car,Bs,"{""label"": ""N""}  // irrelevant and vague opinion
```python",N
